"","Point.Forecast","Lo.80","Hi.80","Lo.95","Hi.95"
"25.14286",11.6846606020558,9.53191154151471,13.8374096625969,8.39231502669851,14.9770061774131
"25.28571",12.4980631937292,10.2548299141343,14.7412964733241,9.0673339471387,15.9287924403197
"25.42857",11.6103190658005,9.24160885009879,13.9790292815022,7.98768940546797,15.232948726133
"25.57143",8.03102152964618,5.54200293248546,10.5200401268069,4.22439607777657,11.8376469815158
"25.71429",12.1950214373718,9.58298924872696,14.8070536260166,8.20026293225644,16.1897799424871
"25.85714",10.3313095234393,7.7119084483011,12.9507105985776,6.32528127895371,14.337337767925
"26.00000",10.6342186475324,7.97121518597866,13.2972221090861,6.56150630752383,14.7069309875409
